id,order_number,customer_id,order_date,status,amount,expected_delivery,actual_delivery,priority,created_at,updated_at
4871,DC-ORD-74391,4135,2017-12-21,PENDING_PAYMENT,267.83,2017-12-25,2017-12-23,Normal,2017-12-21 22:07:00,2017-12-21 22:07:00
4872,DC-ORD-76966,4136,2018-01-28,PENDING_PAYMENT,161.87,2018-02-01,2018-01-30,Normal,2018-01-28 12:16:00,2018-01-28 12:16:00
4873,DC-ORD-46505,4137,2016-11-09,PENDING_PAYMENT,988.87,2016-11-13,2016-11-15,High,2016-11-09 20:25:00,2016-11-09 20:25:00
4874,DC-ORD-30334,49,2016-03-18,PENDING_PAYMENT,345.46,2016-03-22,2016-03-23,High,2016-03-18 19:00:00,2016-03-18 19:00:00
4875,DC-ORD-24253,1190,2015-12-21,PENDING_PAYMENT,578.74,2015-12-25,2015-12-25,Normal,2015-12-21 00:33:00,2015-12-21 00:33:00
4876,DC-ORD-45300,4138,2016-10-23,PENDING_PAYMENT,39.59,2016-10-27,2016-10-29,High,2016-10-23 06:15:00,2016-10-23 06:15:00
4877,DC-ORD-46332,2330,2016-11-07,PENDING_PAYMENT,639.48,2016-11-11,2016-11-10,Normal,2016-11-07 07:48:00,2016-11-07 07:48:00
4878,DC-ORD-22412,4139,2015-11-24,PENDING_PAYMENT,25.5,2015-11-28,2015-11-27,Normal,2015-11-24 03:34:00,2015-11-24 03:34:00
4879,DC-ORD-22081,459,2015-11-19,PENDING_PAYMENT,42.5,2015-11-23,2015-11-21,Normal,2015-11-19 07:36:00,2015-11-19 07:36:00
4880,DC-ORD-50910,4140,2017-01-13,PENDING_PAYMENT,834.39,2017-01-17,2017-01-19,High,2017-01-13 03:41:00,2017-01-13 03:41:00
4881,DC-ORD-43190,1202,2016-09-22,PENDING_PAYMENT,405.95,2016-09-26,2016-09-28,High,2016-09-22 11:01:00,2016-09-22 11:01:00
4882,DC-ORD-22676,4141,2015-11-28,PENDING_PAYMENT,793.41,2015-12-02,2015-11-30,Normal,2015-11-28 00:03:00,2015-11-28 00:03:00
4883,DC-ORD-41846,2403,2016-09-02,PENDING_PAYMENT,37.5,2016-09-06,2016-09-04,Normal,2016-09-02 20:10:00,2016-09-02 20:10:00
4884,DC-ORD-21617,2430,2015-11-12,PENDING_PAYMENT,995.66,2015-11-16,2015-11-15,Normal,2015-11-12 13:02:00,2015-11-12 13:02:00
4885,DC-ORD-71815,4142,2017-11-14,PENDING_PAYMENT,479.32,2017-11-18,2017-11-20,High,2017-11-14 07:38:00,2017-11-14 07:38:00
4886,DC-ORD-71883,4143,2017-11-15,PENDING_PAYMENT,447.37,2017-11-19,2017-11-19,Normal,2017-11-15 07:27:00,2017-11-15 07:27:00
4887,DC-ORD-21451,1131,2015-11-10,PENDING_PAYMENT,604.75,2015-11-14,2015-11-12,Normal,2015-11-10 02:53:00,2015-11-10 02:53:00
4888,DC-ORD-23509,72,2015-12-10,PENDING_PAYMENT,383.98,2015-12-14,2015-12-15,High,2015-12-10 03:53:00,2015-12-10 03:53:00
4889,DC-ORD-26819,4144,2016-01-27,PENDING_PAYMENT,753.94,2016-01-31,2016-02-01,High,2016-01-27 11:32:00,2016-01-27 11:32:00
4890,DC-ORD-24987,4145,2015-12-31,PENDING_PAYMENT,659.36,2016-01-04,2016-01-03,Normal,2015-12-31 17:42:00,2015-12-31 17:42:00
4891,DC-ORD-47649,1124,2016-11-26,PENDING_PAYMENT,942.52,2016-11-30,2016-12-01,High,2016-11-26 13:13:00,2016-11-26 13:13:00
4892,DC-ORD-22622,4146,2015-11-27,PENDING_PAYMENT,377.98,2015-12-01,2015-11-30,Normal,2015-11-27 05:08:00,2015-11-27 05:08:00
4893,DC-ORD-25528,463,2016-01-08,PENDING_PAYMENT,283.48,2016-01-12,2016-01-12,Normal,2016-01-08 15:14:00,2016-01-08 15:14:00
4894,DC-ORD-22431,2345,2015-11-24,PENDING_PAYMENT,694.41,2015-11-28,2015-11-26,Normal,2015-11-24 10:13:00,2015-11-24 10:13:00
4895,DC-ORD-22371,4147,2015-11-23,PENDING_PAYMENT,588.98,2015-11-27,2015-11-25,Normal,2015-11-23 13:12:00,2015-11-23 13:12:00
4896,DC-ORD-30580,4148,2016-03-22,PENDING_PAYMENT,322.46,2016-03-26,2016-03-28,High,2016-03-22 09:11:00,2016-03-22 09:11:00
4897,DC-ORD-21685,4149,2015-11-13,PENDING_PAYMENT,599.48,2015-11-17,2015-11-19,High,2015-11-13 12:52:00,2015-11-13 12:52:00
4898,DC-ORD-48300,4150,2016-12-06,PENDING_PAYMENT,484.14,2016-12-10,2016-12-12,High,2016-12-06 01:17:00,2016-12-06 01:17:00
4899,DC-ORD-28465,2407,2016-02-20,PENDING_PAYMENT,817.45,2016-02-24,2016-02-26,High,2016-02-20 12:12:00,2016-02-20 12:12:00
4900,DC-ORD-48779,4151,2016-12-13,PENDING_PAYMENT,794.28,2016-12-17,2016-12-18,High,2016-12-13 01:06:00,2016-12-13 01:06:00
4901,DC-ORD-24601,4152,2015-12-26,PENDING_PAYMENT,248.98,2015-12-30,2015-12-28,Normal,2015-12-26 02:28:00,2015-12-26 02:28:00
4902,DC-ORD-23825,4153,2015-12-14,PENDING_PAYMENT,810.46,2015-12-18,2015-12-20,High,2015-12-14 18:36:00,2015-12-14 18:36:00
4903,DC-ORD-22759,4154,2015-11-29,PENDING_PAYMENT,610.94,2015-12-03,2015-12-04,High,2015-11-29 05:08:00,2015-11-29 05:08:00
4904,DC-ORD-28928,4155,2016-02-27,PENDING_PAYMENT,1132.89,2016-03-02,2016-03-02,Normal,2016-02-27 06:25:00,2016-02-27 06:25:00
4905,DC-ORD-21086,4156,2015-11-04,PENDING_PAYMENT,349.15,2015-11-08,2015-11-06,Normal,2015-11-04 19:00:00,2015-11-04 19:00:00
4906,DC-ORD-25252,4157,2016-01-04,PENDING_PAYMENT,953.9,2016-01-08,2016-01-07,Normal,2016-01-04 14:33:00,2016-01-04 14:33:00
4907,DC-ORD-47603,4158,2016-11-25,PENDING_PAYMENT,239.98,2016-11-29,2016-11-29,Normal,2016-11-25 21:06:00,2016-11-25 21:06:00
4908,DC-ORD-43237,4159,2016-09-23,PENDING_PAYMENT,224.99,2016-09-27,2016-09-26,Normal,2016-09-23 03:29:00,2016-09-23 03:29:00
4909,DC-ORD-74057,4160,2017-12-17,PENDING_PAYMENT,30.15,2017-12-21,2017-12-20,Normal,2017-12-17 01:06:00,2017-12-17 01:06:00
4910,DC-ORD-74063,4161,2017-12-17,PENDING_PAYMENT,25.49,2017-12-21,2017-12-21,Normal,2017-12-17 03:13:00,2017-12-17 03:13:00
4911,DC-ORD-74061,4162,2017-12-17,PENDING_PAYMENT,23.31,2017-12-21,2017-12-19,Normal,2017-12-17 02:31:00,2017-12-17 02:31:00
4912,DC-ORD-76654,4163,2018-01-23,PENDING_PAYMENT,39.75,2018-01-27,2018-01-28,High,2018-01-23 22:57:00,2018-01-23 22:57:00
4913,DC-ORD-75413,4164,2018-01-05,PENDING_PAYMENT,260.65,2018-01-09,2018-01-09,Normal,2018-01-05 20:10:00,2018-01-05 20:10:00
4914,DC-ORD-72581,4165,2017-11-25,PENDING_PAYMENT,260.65,2017-11-29,2017-11-27,Normal,2017-11-25 12:00:00,2017-11-25 12:00:00
4915,DC-ORD-72544,4166,2017-11-24,PENDING_PAYMENT,258.04,2017-11-28,2017-11-29,High,2017-11-24 23:02:00,2017-11-24 23:02:00
4916,DC-ORD-71696,4167,2017-11-12,PENDING_PAYMENT,162.74,2017-11-16,2017-11-14,Normal,2017-11-12 13:57:00,2017-11-12 13:57:00
4917,DC-ORD-74283,4168,2017-12-20,PENDING_PAYMENT,11.06,2017-12-24,2017-12-24,Normal,2017-12-20 08:17:00,2017-12-20 08:17:00
4918,DC-ORD-72650,4169,2017-11-26,PENDING_PAYMENT,252.83,2017-11-30,2017-12-02,High,2017-11-26 12:10:00,2017-11-26 12:10:00
4919,DC-ORD-75480,4170,2018-01-06,PENDING_PAYMENT,247.62,2018-01-10,2018-01-12,High,2018-01-06 19:39:00,2018-01-06 19:39:00
4920,DC-ORD-75070,4171,2017-12-31,PENDING_PAYMENT,152.87,2018-01-04,2018-01-06,High,2017-12-31 20:00:00,2017-12-31 20:00:00
4921,DC-ORD-76302,4172,2018-01-18,PENDING_PAYMENT,34.98,2018-01-22,2018-01-21,Normal,2018-01-18 19:38:00,2018-01-18 19:38:00
4922,DC-ORD-71668,4173,2017-11-12,PENDING_PAYMENT,143.01,2017-11-16,2017-11-16,Normal,2017-11-12 04:08:00,2017-11-12 04:08:00
4923,DC-ORD-72588,4174,2017-11-25,PENDING_PAYMENT,226.77,2017-11-29,2017-11-29,Normal,2017-11-25 14:27:00,2017-11-25 14:27:00
4924,DC-ORD-76535,4175,2018-01-22,PENDING_PAYMENT,34.58,2018-01-26,2018-01-28,High,2018-01-22 05:16:00,2018-01-22 05:16:00
4925,DC-ORD-75366,4176,2018-01-05,PENDING_PAYMENT,226.77,2018-01-09,2018-01-07,Normal,2018-01-05 03:42:00,2018-01-05 03:42:00
4926,DC-ORD-72732,4177,2017-11-27,PENDING_PAYMENT,226.77,2017-12-01,2017-11-30,Normal,2017-11-27 16:54:00,2017-11-27 16:54:00
4927,DC-ORD-76659,4178,2018-01-24,PENDING_PAYMENT,33.39,2018-01-28,2018-01-29,High,2018-01-24 00:42:00,2018-01-24 00:42:00
4928,DC-ORD-76424,4179,2018-01-20,PENDING_PAYMENT,32.99,2018-01-24,2018-01-25,High,2018-01-20 14:22:00,2018-01-20 14:22:00
4929,DC-ORD-72801,4180,2017-11-28,PENDING_PAYMENT,216.34,2017-12-02,2017-11-30,Normal,2017-11-28 17:04:00,2017-11-28 17:04:00
4930,DC-ORD-75045,4181,2017-12-31,PENDING_PAYMENT,136.44,2018-01-04,2018-01-06,High,2017-12-31 11:15:00,2017-12-31 11:15:00
4931,DC-ORD-72728,4182,2017-11-27,PENDING_PAYMENT,213.73,2017-12-01,2017-12-01,Normal,2017-11-27 15:30:00,2017-11-27 15:30:00
4932,DC-ORD-76369,4183,2018-01-19,PENDING_PAYMENT,32.6,2018-01-23,2018-01-24,High,2018-01-19 19:06:00,2018-01-19 19:06:00
4933,DC-ORD-73641,4184,2017-12-10,PENDING_PAYMENT,32.6,2017-12-14,2017-12-12,Normal,2017-12-10 23:22:00,2017-12-10 23:22:00
4934,DC-ORD-33233,4185,2016-04-30,PAYMENT_REVIEW,242.74,2016-05-04,2016-05-04,Normal,2016-04-30 02:38:00,2016-04-30 02:38:00
4935,DC-ORD-34809,4186,2016-05-23,PAYMENT_REVIEW,968.51,2016-05-27,2016-05-28,High,2016-05-23 02:47:00,2016-05-23 02:47:00
4936,DC-ORD-34583,2481,2016-05-19,PENDING_PAYMENT,388.59,2016-05-23,2016-05-23,Normal,2016-05-19 19:36:00,2016-05-19 19:36:00
4937,DC-ORD-35141,85,2016-05-27,PENDING_PAYMENT,256.98,2016-05-31,2016-05-29,Normal,2016-05-27 23:06:00,2016-05-27 23:06:00
4938,DC-ORD-40715,4187,2016-08-17,PENDING_PAYMENT,277.16,2016-08-21,2016-08-23,High,2016-08-17 07:55:00,2016-08-17 07:55:00
4939,DC-ORD-39510,4188,2016-07-30,PENDING_PAYMENT,656.37,2016-08-03,2016-08-05,High,2016-07-30 17:45:00,2016-07-30 17:45:00
4940,DC-ORD-31439,1206,2016-04-03,PENDING_PAYMENT,465.96,2016-04-07,2016-04-08,High,2016-04-03 22:07:00,2016-04-03 22:07:00
4941,DC-ORD-32128,2336,2016-04-13,PENDING_PAYMENT,463.26,2016-04-17,2016-04-17,Normal,2016-04-13 23:31:00,2016-04-13 23:31:00
4942,DC-ORD-34798,4189,2016-05-22,PENDING_PAYMENT,637.08,2016-05-26,2016-05-26,Normal,2016-05-22 22:56:00,2016-05-22 22:56:00
4943,DC-ORD-33205,4134,2016-04-29,PENDING_PAYMENT,58.79,2016-05-03,2016-05-05,High,2016-04-29 16:50:00,2016-04-29 16:50:00
4944,DC-ORD-40569,469,2016-08-15,PENDING_PAYMENT,294.35,2016-08-19,2016-08-20,High,2016-08-15 04:46:00,2016-08-15 04:46:00
4945,DC-ORD-37198,1186,2016-06-26,PENDING_PAYMENT,600.05,2016-06-30,2016-06-30,Normal,2016-06-26 23:45:00,2016-06-26 23:45:00
4946,DC-ORD-36747,2335,2016-06-20,PENDING_PAYMENT,456.86,2016-06-24,2016-06-23,Normal,2016-06-20 09:45:00,2016-06-20 09:45:00
4947,DC-ORD-38473,4190,2016-07-15,PENDING_PAYMENT,1140.01,2016-07-19,2016-07-19,Normal,2016-07-15 14:27:00,2016-07-15 14:27:00
4948,DC-ORD-41218,4191,2016-08-24,PENDING_PAYMENT,533.5,2016-08-28,2016-08-28,Normal,2016-08-24 16:09:00,2016-08-24 16:09:00
4949,DC-ORD-36418,4192,2016-06-15,PENDING_PAYMENT,451.26,2016-06-19,2016-06-19,Normal,2016-06-15 14:29:00,2016-06-15 14:29:00
4950,DC-ORD-32428,1134,2016-04-18,PENDING_PAYMENT,589.5,2016-04-22,2016-04-22,Normal,2016-04-18 08:37:00,2016-04-18 08:37:00
4951,DC-ORD-48915,72,2016-12-15,PENDING_PAYMENT,498.25,2016-12-19,2016-12-21,High,2016-12-15 00:45:00,2016-12-15 00:45:00
4952,DC-ORD-38047,4193,2016-07-09,PENDING_PAYMENT,188.29,2016-07-13,2016-07-12,Normal,2016-07-09 09:12:00,2016-07-09 09:12:00
4953,DC-ORD-41183,4194,2016-08-24,PENDING_PAYMENT,458.5,2016-08-28,2016-08-28,Normal,2016-08-24 03:53:00,2016-08-24 03:53:00
4954,DC-ORD-34240,59,2016-05-14,PENDING_PAYMENT,837.68,2016-05-18,2016-05-20,High,2016-05-14 19:26:00,2016-05-14 19:26:00
4955,DC-ORD-37046,4195,2016-06-24,PENDING_PAYMENT,631.92,2016-06-28,2016-06-26,Normal,2016-06-24 18:30:00,2016-06-24 18:30:00
4956,DC-ORD-35429,4196,2016-06-01,PENDING_PAYMENT,214.99,2016-06-05,2016-06-06,High,2016-06-01 04:00:00,2016-06-01 04:00:00
4957,DC-ORD-34290,4197,2016-05-15,PENDING_PAYMENT,1230.29,2016-05-19,2016-05-21,High,2016-05-15 12:57:00,2016-05-15 12:57:00
4958,DC-ORD-38031,4198,2016-07-09,PENDING_PAYMENT,797.72,2016-07-13,2016-07-11,Normal,2016-07-09 03:36:00,2016-07-09 03:36:00
4959,DC-ORD-40347,4199,2016-08-11,PENDING_PAYMENT,745.31,2016-08-15,2016-08-14,Normal,2016-08-11 23:00:00,2016-08-11 23:00:00
4960,DC-ORD-38807,4200,2016-07-20,PENDING_PAYMENT,342.16,2016-07-24,2016-07-23,Normal,2016-07-20 11:28:00,2016-07-20 11:28:00
4961,DC-ORD-49667,449,2016-12-26,PENDING_PAYMENT,524.85,2016-12-30,2016-12-29,Normal,2016-12-26 00:12:00,2016-12-26 00:12:00
4962,DC-ORD-31606,4201,2016-04-06,PENDING_PAYMENT,542.95,2016-04-10,2016-04-08,Normal,2016-04-06 08:38:00,2016-04-06 08:38:00
4963,DC-ORD-49767,4191,2016-12-27,PENDING_PAYMENT,534.31,2016-12-31,2016-12-30,Normal,2016-12-27 11:14:00,2016-12-27 11:14:00
4964,DC-ORD-36599,435,2016-06-18,PENDING_PAYMENT,1012.12,2016-06-22,2016-06-23,High,2016-06-18 05:54:00,2016-06-18 05:54:00
4965,DC-ORD-39725,1223,2016-08-02,PENDING_PAYMENT,494.07,2016-08-06,2016-08-08,High,2016-08-02 21:05:00,2016-08-02 21:05:00
4966,DC-ORD-33704,4202,2016-05-06,PENDING_PAYMENT,496.05,2016-05-10,2016-05-11,High,2016-05-06 23:39:00,2016-05-06 23:39:00
4967,DC-ORD-39375,489,2016-07-28,PENDING_PAYMENT,748.15,2016-08-01,2016-08-03,High,2016-07-28 18:27:00,2016-07-28 18:27:00
4968,DC-ORD-39798,4203,2016-08-03,PENDING_PAYMENT,717.55,2016-08-07,2016-08-07,Normal,2016-08-03 22:39:00,2016-08-03 22:39:00
4969,DC-ORD-39924,4204,2016-08-05,PENDING_PAYMENT,669.87,2016-08-09,2016-08-10,High,2016-08-05 18:48:00,2016-08-05 18:48:00
4970,DC-ORD-40995,4205,2016-08-21,PENDING_PAYMENT,89.48,2016-08-25,2016-08-27,High,2016-08-21 10:01:00,2016-08-21 10:01:00
4971,DC-ORD-33866,2213,2016-05-09,PENDING_PAYMENT,1224.9,2016-05-13,2016-05-11,Normal,2016-05-09 08:25:00,2016-05-09 08:25:00
4972,DC-ORD-33656,4206,2016-05-06,PENDING_PAYMENT,188.87,2016-05-10,2016-05-08,Normal,2016-05-06 06:50:00,2016-05-06 06:50:00
4973,DC-ORD-35647,4207,2016-06-04,PENDING_PAYMENT,328.96,2016-06-08,2016-06-07,Normal,2016-06-04 08:22:00,2016-06-04 08:22:00
4974,DC-ORD-40404,1186,2016-08-12,PENDING_PAYMENT,760.91,2016-08-16,2016-08-17,High,2016-08-12 18:58:00,2016-08-12 18:58:00
4975,DC-ORD-31644,4208,2016-04-06,PENDING_PAYMENT,729.96,2016-04-10,2016-04-11,High,2016-04-06 21:57:00,2016-04-06 21:57:00
4976,DC-ORD-33885,4209,2016-05-09,PENDING_PAYMENT,890.11,2016-05-13,2016-05-15,High,2016-05-09 15:04:00,2016-05-09 15:04:00
4977,DC-ORD-33609,72,2016-05-05,PENDING_PAYMENT,813.95,2016-05-09,2016-05-10,High,2016-05-05 14:22:00,2016-05-05 14:22:00
4978,DC-ORD-34487,4210,2016-05-18,PENDING_PAYMENT,224.99,2016-05-22,2016-05-21,Normal,2016-05-18 09:58:00,2016-05-18 09:58:00
4979,DC-ORD-49384,4211,2016-12-21,PENDING_PAYMENT,449.6,2016-12-25,2016-12-26,High,2016-12-21 21:03:00,2016-12-21 21:03:00
4980,DC-ORD-45454,4212,2016-10-25,PENDING_PAYMENT,115.22,2016-10-29,2016-10-30,High,2016-10-25 12:12:00,2016-10-25 12:12:00
4981,DC-ORD-13035,4213,2015-07-10,PAYMENT_REVIEW,328.92,2015-07-14,2015-07-16,High,2015-07-10 06:23:00,2015-07-10 06:23:00
4982,DC-ORD-67638,4214,2017-09-14,PAYMENT_REVIEW,272.95,2017-09-18,2017-09-18,Normal,2017-09-14 08:15:00,2017-09-14 08:15:00
4983,DC-ORD-16045,4215,2015-08-23,PENDING_PAYMENT,331.97,2015-08-27,2015-08-29,High,2015-08-23 04:55:00,2015-08-23 04:55:00
4984,DC-ORD-13592,2366,2015-07-18,PENDING_PAYMENT,74.68,2015-07-22,2015-07-21,Normal,2015-07-18 09:31:00,2015-07-18 09:31:00
4985,DC-ORD-63645,2404,2017-07-18,PENDING_PAYMENT,1122.01,2017-07-22,2017-07-24,High,2017-07-18 01:19:00,2017-07-18 01:19:00
4986,DC-ORD-10531,1165,2015-06-03,PENDING_PAYMENT,636.34,2015-06-07,2015-06-05,Normal,2015-06-03 17:07:00,2015-06-03 17:07:00
4987,DC-ORD-66877,2463,2017-09-03,PENDING_PAYMENT,1421.69,2017-09-07,2017-09-06,Normal,2017-09-03 05:38:00,2017-09-03 05:38:00
4988,DC-ORD-11479,2461,2015-06-17,PENDING_PAYMENT,79.98,2015-06-21,2015-06-22,High,2015-06-17 13:15:00,2015-06-17 13:15:00
4989,DC-ORD-68749,4216,2017-09-30,PENDING_PAYMENT,75.58,2017-10-04,2017-10-05,High,2017-09-30 13:29:00,2017-09-30 13:29:00
4990,DC-ORD-67395,4217,2017-09-10,PENDING_PAYMENT,147.16,2017-09-14,2017-09-16,High,2017-09-10 19:07:00,2017-09-10 19:07:00
4991,DC-ORD-10920,4218,2015-06-09,PENDING_PAYMENT,84.0,2015-06-13,2015-06-15,High,2015-06-09 09:24:00,2015-06-09 09:24:00
4992,DC-ORD-43720,4219,2016-09-30,PENDING_PAYMENT,181.21,2016-10-04,2016-10-06,High,2016-09-30 04:42:00,2016-09-30 04:42:00
4993,DC-ORD-53767,468,2017-02-23,PENDING_PAYMENT,188.98,2017-02-27,2017-02-26,Normal,2017-02-23 20:37:00,2017-02-23 20:37:00
4994,DC-ORD-52860,450,2017-02-10,PENDING_PAYMENT,752.84,2017-02-14,2017-02-16,High,2017-02-10 14:51:00,2017-02-10 14:51:00
4995,DC-ORD-918,4188,2015-01-14,PENDING_PAYMENT,509.62,2015-01-18,2015-01-18,Normal,2015-01-14 09:15:00,2015-01-14 09:15:00
4996,DC-ORD-9908,3904,2015-05-25,PENDING_PAYMENT,707.43,2015-05-29,2015-05-29,Normal,2015-05-25 14:51:00,2015-05-25 14:51:00
4997,DC-ORD-51940,2482,2017-01-28,PENDING_PAYMENT,341.92,2017-02-01,2017-02-03,High,2017-01-28 04:32:00,2017-01-28 04:32:00
4998,DC-ORD-53628,4220,2017-02-21,PENDING_PAYMENT,618.55,2017-02-25,2017-02-25,Normal,2017-02-21 19:55:00,2017-02-21 19:55:00
4999,DC-ORD-57997,4221,2017-04-26,PENDING_PAYMENT,820.17,2017-04-30,2017-04-29,Normal,2017-04-26 14:34:00,2017-04-26 14:34:00
5000,DC-ORD-54073,4222,2017-02-28,PENDING_PAYMENT,649.74,2017-03-04,2017-03-04,Normal,2017-02-28 07:49:00,2017-02-28 07:49:00
5001,DC-ORD-4181,4223,2015-03-03,PENDING_PAYMENT,166.36,2015-03-07,2015-03-05,Normal,2015-03-03 00:26:00,2015-03-03 00:26:00
5002,DC-ORD-74,4144,2015-01-02,PENDING_PAYMENT,89.99,2015-01-06,2015-01-07,High,2015-01-02 01:34:00,2015-01-02 01:34:00
5003,DC-ORD-8345,4224,2015-05-02,PENDING_PAYMENT,98.0,2015-05-06,2015-05-08,High,2015-05-02 19:16:00,2015-05-02 19:16:00
5004,DC-ORD-60702,2470,2017-06-05,PENDING_PAYMENT,833.3,2017-06-09,2017-06-08,Normal,2017-06-05 02:15:00,2017-06-05 02:15:00
5005,DC-ORD-326,4225,2015-01-05,PENDING_PAYMENT,297.14,2015-01-09,2015-01-07,Normal,2015-01-05 17:51:00,2015-01-05 17:51:00
5006,DC-ORD-334,83,2015-01-05,PENDING_PAYMENT,522.96,2015-01-09,2015-01-10,High,2015-01-05 20:39:00,2015-01-05 20:39:00
5007,DC-ORD-60693,4226,2017-06-04,PENDING_PAYMENT,707.52,2017-06-08,2017-06-08,Normal,2017-06-04 23:06:00,2017-06-04 23:06:00
5008,DC-ORD-60995,4227,2017-06-09,PENDING_PAYMENT,467.98,2017-06-13,2017-06-15,High,2017-06-09 08:54:00,2017-06-09 08:54:00
5009,DC-ORD-28659,4228,2016-02-23,PENDING_PAYMENT,407.03,2016-02-27,2016-02-28,High,2016-02-23 08:10:00,2016-02-23 08:10:00
5010,DC-ORD-22080,4229,2015-11-19,PENDING_PAYMENT,445.35,2015-11-23,2015-11-25,High,2015-11-19 07:15:00,2015-11-19 07:15:00
5011,DC-ORD-30100,2465,2016-03-15,PENDING_PAYMENT,475.97,2016-03-19,2016-03-21,High,2016-03-15 09:01:00,2016-03-15 09:01:00
5012,DC-ORD-24686,461,2015-12-27,PENDING_PAYMENT,444.93,2015-12-31,2015-12-29,Normal,2015-12-27 08:15:00,2015-12-27 08:15:00
5013,DC-ORD-42498,4230,2016-09-12,PENDING_PAYMENT,683.86,2016-09-16,2016-09-16,Normal,2016-09-12 08:35:00,2016-09-12 08:35:00
5014,DC-ORD-25876,2410,2016-01-13,PENDING_PAYMENT,104.38,2016-01-17,2016-01-15,Normal,2016-01-13 17:09:00,2016-01-13 17:09:00
5015,DC-ORD-50270,451,2017-01-03,PENDING_PAYMENT,517.98,2017-01-07,2017-01-09,High,2017-01-03 19:28:00,2017-01-03 19:28:00
5016,DC-ORD-26452,2461,2016-01-22,PENDING_PAYMENT,348.0,2016-01-26,2016-01-25,Normal,2016-01-22 02:57:00,2016-01-22 02:57:00
5017,DC-ORD-28205,441,2016-02-16,PENDING_PAYMENT,712.18,2016-02-20,2016-02-22,High,2016-02-16 17:07:00,2016-02-16 17:07:00
5018,DC-ORD-47597,68,2016-11-25,PENDING_PAYMENT,72.78,2016-11-29,2016-11-28,Normal,2016-11-25 18:59:00,2016-11-25 18:59:00
5019,DC-ORD-23276,2261,2015-12-06,PENDING_PAYMENT,480.07,2015-12-10,2015-12-08,Normal,2015-12-06 18:16:00,2015-12-06 18:16:00
5020,DC-ORD-22102,4231,2015-11-19,PENDING_PAYMENT,505.37,2015-11-23,2015-11-22,Normal,2015-11-19 14:57:00,2015-11-19 14:57:00
5021,DC-ORD-22743,4232,2015-11-28,PENDING_PAYMENT,216.98,2015-12-02,2015-12-02,Normal,2015-11-28 23:32:00,2015-11-28 23:32:00
5022,DC-ORD-31250,4233,2016-04-01,PENDING_PAYMENT,875.94,2016-04-05,2016-04-07,High,2016-04-01 03:55:00,2016-04-01 03:55:00
5023,DC-ORD-35328,4234,2016-05-30,PENDING_PAYMENT,567.76,2016-06-03,2016-06-03,Normal,2016-05-30 16:37:00,2016-05-30 16:37:00
5024,DC-ORD-36752,467,2016-06-20,PENDING_PAYMENT,189.98,2016-06-24,2016-06-23,Normal,2016-06-20 11:30:00,2016-06-20 11:30:00
5025,DC-ORD-34455,4195,2016-05-17,PENDING_PAYMENT,539.97,2016-05-21,2016-05-23,High,2016-05-17 22:46:00,2016-05-17 22:46:00
5026,DC-ORD-38861,4235,2016-07-21,PENDING_PAYMENT,429.92,2016-07-25,2016-07-23,Normal,2016-07-21 06:23:00,2016-07-21 06:23:00
5027,DC-ORD-32731,4236,2016-04-22,PENDING_PAYMENT,291.27,2016-04-26,2016-04-24,Normal,2016-04-22 18:46:00,2016-04-22 18:46:00
5028,DC-ORD-34528,4237,2016-05-19,PENDING_PAYMENT,119.98,2016-05-23,2016-05-23,Normal,2016-05-19 00:20:00,2016-05-19 00:20:00
5029,DC-ORD-36091,2429,2016-06-10,PENDING_PAYMENT,833.92,2016-06-14,2016-06-12,Normal,2016-06-10 19:56:00,2016-06-10 19:56:00
5030,DC-ORD-33729,4238,2016-05-07,PENDING_PAYMENT,93.0,2016-05-11,2016-05-12,High,2016-05-07 08:25:00,2016-05-07 08:25:00
5031,DC-ORD-34579,4239,2016-05-19,PENDING_PAYMENT,573.31,2016-05-23,2016-05-24,High,2016-05-19 18:12:00,2016-05-19 18:12:00
5032,DC-ORD-33750,2391,2016-05-07,PENDING_PAYMENT,874.54,2016-05-11,2016-05-13,High,2016-05-07 15:46:00,2016-05-07 15:46:00
5033,DC-ORD-42198,4240,2016-09-07,PENDING_PAYMENT,532.94,2016-09-11,2016-09-11,Normal,2016-09-07 23:29:00,2016-09-07 23:29:00
5034,DC-ORD-10802,4241,2015-06-07,PAYMENT_REVIEW,147.0,2015-06-11,2015-06-10,Normal,2015-06-07 16:04:00,2015-06-07 16:04:00
5035,DC-ORD-63695,486,2017-07-18,PAYMENT_REVIEW,116.37,2017-07-22,2017-07-24,High,2017-07-18 18:50:00,2017-07-18 18:50:00
5036,DC-ORD-63605,2321,2017-07-17,PENDING_PAYMENT,789.65,2017-07-21,2017-07-23,High,2017-07-17 11:18:00,2017-07-17 11:18:00
5037,DC-ORD-10861,4242,2015-06-08,PENDING_PAYMENT,573.31,2015-06-12,2015-06-10,Normal,2015-06-08 12:44:00,2015-06-08 12:44:00
5038,DC-ORD-16094,1186,2015-08-23,PENDING_PAYMENT,364.06,2015-08-27,2015-08-28,High,2015-08-23 22:05:00,2015-08-23 22:05:00
5039,DC-ORD-16971,4243,2015-09-05,PENDING_PAYMENT,151.17,2015-09-09,2015-09-07,Normal,2015-09-05 17:20:00,2015-09-05 17:20:00
5040,DC-ORD-18642,1232,2015-09-30,PENDING_PAYMENT,800.32,2015-10-04,2015-10-03,Normal,2015-09-30 02:46:00,2015-09-30 02:46:00
