id,po_number,vendor_id,amount,status,order_date,expected_delivery,actual_delivery,pr_id,pr_number,created_at,approved_at,received_at,category,department,created_by
20025,DC-PO-69239,VND0000003,55.83,Received,2017-10-07,2017-10-08,2017-10-09,,,2017-10-07 17:09:00,2017-10-07 17:09:00,2017-10-09,Baby,Apparel,
20026,DC-PO-68040,VND0000005,635.47,Received,2017-09-20,2017-09-21,2017-09-22,,,2017-09-20 05:05:00,2017-09-20 05:05:00,2017-09-22,Cleats,Apparel,
20027,DC-PO-61982,VND0000005,562.4,Received,2017-06-23,2017-06-24,2017-06-25,,,2017-06-23 18:42:00,2017-06-23 18:42:00,2017-06-25,Men's Footwear,Apparel,
20028,DC-PO-71337,VND0000003,429.18,Received,2017-11-07,2017-11-08,2017-11-09,,,2017-11-07 08:10:00,2017-11-07 08:10:00,2017-11-09,Crafts,Apparel,
20029,DC-PO-15681,VND0000003,775.87,Received,2015-08-17,2015-08-18,2015-08-19,,,2015-08-17 21:24:00,2015-08-17 21:24:00,2015-08-19,Men's Footwear,Apparel,
20030,DC-PO-16639,VND0000003,821.84,Received,2015-08-31,2015-09-01,2015-09-02,,,2015-08-31 21:01:00,2015-08-31 21:01:00,2015-09-02,Men's Footwear,Apparel,
20031,DC-PO-68262,VND0000005,752.25,Received,2017-09-23,2017-09-24,2017-09-25,,,2017-09-23 10:52:00,2017-09-23 10:52:00,2017-09-25,Men's Footwear,Apparel,
20032,DC-PO-12483,VND0000005,510.2,Received,2015-07-02,2015-07-03,2015-07-04,,,2015-07-02 05:00:00,2015-07-02 05:00:00,2015-07-04,Men's Footwear,Apparel,
20033,DC-PO-16637,VND0000005,1002.6,Received,2015-08-31,2015-09-01,2015-09-02,,,2015-08-31 20:19:00,2015-08-31 20:19:00,2015-09-02,Men's Footwear,Apparel,
20034,DC-PO-15984,VND0000002,547.2,Received,2015-08-22,2015-08-23,2015-08-24,,,2015-08-22 07:33:00,2015-08-22 07:33:00,2015-08-24,Men's Footwear,Apparel,
20035,DC-PO-19761,VND0000005,564.99,Received,2015-10-16,2015-10-17,2015-10-18,,,2015-10-16 10:48:00,2015-10-16 10:48:00,2015-10-18,Men's Footwear,Apparel,
20036,DC-PO-19596,VND0000003,199.99,Received,2015-10-14,2015-10-15,2015-10-16,,,2015-10-14 01:00:00,2015-10-14 01:00:00,2015-10-16,Men's Footwear,Apparel,
20037,DC-PO-12990,VND0000005,641.97,Received,2015-07-09,2015-07-10,2015-07-11,,,2015-07-09 14:37:00,2015-07-09 14:37:00,2015-07-11,Men's Footwear,Apparel,
20038,DC-PO-12225,VND0000003,348.45,Received,2015-06-28,2015-06-29,2015-06-30,,,2015-06-28 10:36:00,2015-06-28 10:36:00,2015-06-30,Men's Footwear,Apparel,
20039,DC-PO-63411,VND0000005,650.94,Received,2017-07-14,2017-07-15,2017-07-16,,,2017-07-14 15:20:00,2017-07-14 15:20:00,2017-07-16,Men's Footwear,Apparel,
20040,DC-PO-10642,VND0000003,965.84,Received,2015-06-05,2015-06-06,2015-06-07,,,2015-06-05 08:00:00,2015-06-05 08:00:00,2015-06-07,Men's Footwear,Apparel,
20041,DC-PO-70047,VND0000003,321.39,Received,2017-10-19,2017-10-20,2017-10-21,,,2017-10-19 12:14:00,2017-10-19 12:14:00,2017-10-21,Children's Clothing,Apparel,
20042,DC-PO-66947,VND0000005,878.93,Received,2017-09-04,2017-09-05,2017-09-06,,,2017-09-04 06:09:00,2017-09-04 06:09:00,2017-09-06,Cleats,Apparel,
20043,DC-PO-16387,VND0000002,967.91,Received,2015-08-28,2015-08-29,2015-08-30,,,2015-08-28 04:44:00,2015-08-28 04:44:00,2015-08-30,Cleats,Apparel,
20044,DC-PO-18937,VND0000005,464.96,Received,2015-10-04,2015-10-05,2015-10-06,,,2015-10-04 10:07:00,2015-10-04 10:07:00,2015-10-06,Men's Footwear,Apparel,
20045,DC-PO-64681,VND0000005,718.48,Received,2017-08-02,2017-08-03,2017-08-04,,,2017-08-02 04:17:00,2017-08-02 04:17:00,2017-08-04,Men's Footwear,Apparel,
20046,DC-PO-18935,VND0000003,244.89,Received,2015-10-04,2015-10-05,2015-10-06,,,2015-10-04 09:25:00,2015-10-04 09:25:00,2015-10-06,Men's Footwear,Apparel,
20047,DC-PO-14442,VND0000005,278.38,Received,2015-07-30,2015-07-31,2015-08-01,,,2015-07-30 19:19:00,2015-07-30 19:19:00,2015-08-01,Men's Footwear,Apparel,
20048,DC-PO-65781,VND0000002,402.34,Received,2017-08-18,2017-08-19,2017-08-20,,,2017-08-18 05:39:00,2017-08-18 05:39:00,2017-08-20,Men's Footwear,Apparel,
20049,DC-PO-10550,VND0000005,571.94,Received,2015-06-03,2015-06-04,2015-06-05,,,2015-06-03 23:47:00,2015-06-03 23:47:00,2015-06-05,Men's Footwear,Apparel,
20050,DC-PO-17981,VND0000003,114.39,Received,2015-09-20,2015-09-21,2015-09-22,,,2015-09-20 11:11:00,2015-09-20 11:11:00,2015-09-22,Men's Footwear,Apparel,
20051,DC-PO-63635,VND0000005,895.42,Received,2017-07-17,2017-07-18,2017-07-19,,,2017-07-17 21:49:00,2017-07-17 21:49:00,2017-07-19,Men's Footwear,Apparel,
20052,DC-PO-62191,VND0000003,113.09,Received,2017-06-26,2017-06-27,2017-06-28,,,2017-06-26 19:55:00,2017-06-26 19:55:00,2017-06-28,Men's Footwear,Apparel,
20053,DC-PO-19164,VND0000005,597.06,Received,2015-10-07,2015-10-08,2015-10-09,,,2015-10-07 17:39:00,2015-10-07 17:39:00,2015-10-09,Men's Footwear,Apparel,
20054,DC-PO-18297,VND0000005,868.54,Received,2015-09-25,2015-09-26,2015-09-27,,,2015-09-25 01:54:00,2015-09-25 01:54:00,2015-09-27,Men's Footwear,Apparel,
20055,DC-PO-45968,VND0000003,488.13,Received,2016-11-02,2016-11-03,2016-11-04,,,2016-11-02 00:17:00,2016-11-02 00:17:00,2016-11-04,Men's Footwear,Apparel,
20056,DC-PO-62187,VND0000005,658.65,Received,2017-06-26,2017-06-27,2017-06-28,,,2017-06-26 18:31:00,2017-06-26 18:31:00,2017-06-28,Men's Footwear,Apparel,
20057,DC-PO-65308,VND0000005,812.68,Received,2017-08-11,2017-08-12,2017-08-13,,,2017-08-11 07:57:00,2017-08-11 07:57:00,2017-08-13,Men's Footwear,Apparel,
20058,DC-PO-71332,VND0000003,392.26,Received,2017-11-07,2017-11-08,2017-11-09,,,2017-11-07 06:25:00,2017-11-07 06:25:00,2017-11-09,Crafts,Apparel,
20059,DC-PO-63238,VND0000003,617.17,Received,2017-07-12,2017-07-13,2017-07-14,,,2017-07-12 02:44:00,2017-07-12 02:44:00,2017-07-14,Men's Footwear,Apparel,
20060,DC-PO-18783,VND0000003,385.67,Received,2015-10-02,2015-10-03,2015-10-04,,,2015-10-02 04:10:00,2015-10-02 04:10:00,2015-10-04,Men's Footwear,Apparel,
20061,DC-PO-67295,VND0000005,974.43,Received,2017-09-09,2017-09-10,2017-09-11,,,2017-09-09 08:05:00,2017-09-09 08:05:00,2017-09-11,Men's Footwear,Apparel,
20062,DC-PO-68315,VND0000005,1118.37,Received,2017-09-24,2017-09-25,2017-09-26,,,2017-09-24 05:26:00,2017-09-24 05:26:00,2017-09-26,Men's Footwear,Apparel,
20063,DC-PO-71169,VND0000003,387.64,Received,2017-11-04,2017-11-05,2017-11-06,,,2017-11-04 21:19:00,2017-11-04 21:19:00,2017-11-06,Crafts,Apparel,
20064,DC-PO-68210,VND0000002,749.12,Received,2017-09-22,2017-09-23,2017-09-24,,,2017-09-22 16:39:00,2017-09-22 16:39:00,2017-09-24,Men's Footwear,Apparel,
20065,DC-PO-15481,VND0000003,157.18,Received,2015-08-14,2015-08-15,2015-08-16,,,2015-08-14 23:20:00,2015-08-14 23:20:00,2015-08-16,Men's Footwear,Apparel,
20066,DC-PO-65537,VND0000005,1290.31,Received,2017-08-14,2017-08-15,2017-08-16,,,2017-08-14 16:10:00,2017-08-14 16:10:00,2017-08-16,Cleats,Apparel,
20067,DC-PO-65261,VND0000005,592.66,Received,2017-08-10,2017-08-11,2017-08-12,,,2017-08-10 15:29:00,2017-08-10 15:29:00,2017-08-12,Men's Footwear,Apparel,
20068,DC-PO-63721,VND0000005,471.87,Received,2017-07-19,2017-07-20,2017-07-21,,,2017-07-19 03:57:00,2017-07-19 03:57:00,2017-07-21,Men's Footwear,Apparel,
20069,DC-PO-70186,VND0000003,296.39,Received,2017-10-21,2017-10-22,2017-10-23,,,2017-10-21 12:55:00,2017-10-21 12:55:00,2017-10-23,Children's Clothing,Apparel,
20070,DC-PO-71366,VND0000003,383.03,Received,2017-11-07,2017-11-08,2017-11-09,,,2017-11-07 18:20:00,2017-11-07 18:20:00,2017-11-09,Crafts,Apparel,
20071,DC-PO-64196,VND0000005,871.41,Received,2017-07-26,2017-07-27,2017-07-28,,,2017-07-26 02:22:00,2017-07-26 02:22:00,2017-07-28,Men's Footwear,Apparel,
20072,DC-PO-63881,VND0000005,676.83,Received,2017-07-21,2017-07-22,2017-07-23,,,2017-07-21 12:00:00,2017-07-21 12:00:00,2017-07-23,Men's Footwear,Apparel,
20073,DC-PO-70203,VND0000003,292.82,Received,2017-10-21,2017-10-22,2017-10-23,,,2017-10-21 18:53:00,2017-10-21 18:53:00,2017-10-23,Children's Clothing,Apparel,
20074,DC-PO-67645,VND0000005,724.95,Received,2017-09-14,2017-09-15,2017-09-16,,,2017-09-14 10:42:00,2017-09-14 10:42:00,2017-09-16,Men's Footwear,Apparel,
20075,DC-PO-19792,VND0000005,1332.11,Received,2015-10-16,2015-10-17,2015-10-18,,,2015-10-16 21:40:00,2015-10-16 21:40:00,2015-10-18,Men's Footwear,Apparel,
20076,DC-PO-16572,VND0000005,433.02,Received,2015-08-30,2015-08-31,2015-09-01,,,2015-08-30 21:33:00,2015-08-30 21:33:00,2015-09-01,Men's Footwear,Apparel,
20077,DC-PO-70401,VND0000003,292.82,Received,2017-10-24,2017-10-25,2017-10-26,,,2017-10-24 16:15:00,2017-10-24 16:15:00,2017-10-26,Children's Clothing,Apparel,
20078,DC-PO-71365,VND0000003,378.41,Received,2017-11-07,2017-11-08,2017-11-09,,,2017-11-07 17:59:00,2017-11-07 17:59:00,2017-11-09,Crafts,Apparel,
20079,DC-PO-17644,VND0000003,106.59,Received,2015-09-15,2015-09-16,2015-09-17,,,2015-09-15 13:07:00,2015-09-15 13:07:00,2015-09-17,Men's Footwear,Apparel,
20080,DC-PO-64890,VND0000005,462.57,Received,2017-08-05,2017-08-06,2017-08-07,,,2017-08-05 05:30:00,2017-08-05 05:30:00,2017-08-07,Men's Footwear,Apparel,
20081,DC-PO-12695,VND0000003,305.36,Received,2015-07-05,2015-07-06,2015-07-07,,,2015-07-05 07:16:00,2015-07-05 07:16:00,2015-07-07,Men's Footwear,Apparel,
20082,DC-PO-70184,VND0000003,285.68,Received,2017-10-21,2017-10-22,2017-10-23,,,2017-10-21 12:13:00,2017-10-21 12:13:00,2017-10-23,Children's Clothing,Apparel,
20083,DC-PO-14796,VND0000003,304.01,Received,2015-08-04,2015-08-05,2015-08-06,,,2015-08-04 23:20:00,2015-08-04 23:20:00,2015-08-06,Men's Footwear,Apparel,
20084,DC-PO-10822,VND0000002,47.99,Received,2015-06-07,2015-06-08,2015-06-09,,,2015-06-07 23:04:00,2015-06-07 23:04:00,2015-06-09,Cleats,Apparel,
20085,DC-PO-71202,VND0000003,369.18,Received,2017-11-05,2017-11-06,2017-11-07,,,2017-11-05 08:52:00,2017-11-05 08:52:00,2017-11-07,Crafts,Apparel,
20086,DC-PO-64584,VND0000002,180.96,Received,2017-07-31,2017-08-01,2017-08-02,,,2017-07-31 18:18:00,2017-07-31 18:18:00,2017-08-02,Cleats,Apparel,
20087,DC-PO-62805,VND0000002,1154.42,Received,2017-07-05,2017-07-06,2017-07-07,,,2017-07-05 19:02:00,2017-07-05 19:02:00,2017-07-07,Men's Footwear,Apparel,
20088,DC-PO-12521,VND0000003,468.48,Received,2015-07-02,2015-07-03,2015-07-04,,,2015-07-02 18:18:00,2015-07-02 18:18:00,2015-07-04,Men's Footwear,Apparel,
20089,DC-PO-11068,VND0000005,642.44,Received,2015-06-11,2015-06-12,2015-06-13,,,2015-06-11 13:15:00,2015-06-11 13:15:00,2015-06-13,Men's Footwear,Apparel,
20090,DC-PO-50527,VND0000005,723.68,Received,2017-01-07,2017-01-08,2017-01-09,,,2017-01-07 13:30:00,2017-01-07 13:30:00,2017-01-09,Women's Apparel,Golf,
20091,DC-PO-65534,VND0000005,791.63,Received,2017-08-14,2017-08-15,2017-08-16,,,2017-08-14 15:07:00,2017-08-14 15:07:00,2017-08-16,Shop By Sport,Golf,
20092,DC-PO-67507,VND0000005,971.5,Received,2017-09-12,2017-09-13,2017-09-14,,,2017-09-12 10:21:00,2017-09-12 10:21:00,2017-09-14,Women's Apparel,Golf,
20093,DC-PO-18072,VND0000002,260.16,Received,2015-09-21,2015-09-22,2015-09-23,,,2015-09-21 19:04:00,2015-09-21 19:04:00,2015-09-23,Women's Apparel,Golf,
20094,DC-PO-17540,VND0000002,543.97,Received,2015-09-14,2015-09-15,2015-09-16,,,2015-09-14 00:41:00,2015-09-14 00:41:00,2015-09-16,Women's Apparel,Golf,
20095,DC-PO-17235,VND0000005,1270.93,Received,2015-09-09,2015-09-10,2015-09-11,,,2015-09-09 13:50:00,2015-09-09 13:50:00,2015-09-11,Women's Apparel,Golf,
20096,DC-PO-48188,VND0000005,659.26,Received,2016-12-04,2016-12-05,2016-12-06,,,2016-12-04 10:03:00,2016-12-04 10:03:00,2016-12-06,Women's Apparel,Golf,
20097,DC-PO-68753,VND0000005,330.98,Received,2017-09-30,2017-10-01,2017-10-02,,,2017-09-30 14:53:00,2017-09-30 14:53:00,2017-10-02,Women's Apparel,Golf,
20098,DC-PO-66601,VND0000002,412.78,Received,2017-08-30,2017-08-31,2017-09-01,,,2017-08-30 04:56:00,2017-08-30 04:56:00,2017-09-01,Shop By Sport,Golf,
20099,DC-PO-66514,VND0000003,537.15,Received,2017-08-28,2017-08-29,2017-08-30,,,2017-08-28 22:27:00,2017-08-28 22:27:00,2017-08-30,Women's Apparel,Golf,
20100,DC-PO-19753,VND0000003,22.5,Received,2015-10-16,2015-10-17,2015-10-18,,,2015-10-16 08:00:00,2015-10-16 08:00:00,2015-10-18,Girls' Apparel,Golf,
20101,DC-PO-18698,VND0000005,792.93,Received,2015-09-30,2015-10-01,2015-10-02,,,2015-09-30 22:23:00,2015-09-30 22:23:00,2015-10-02,Women's Apparel,Golf,
20102,DC-PO-19606,VND0000005,690.71,Received,2015-10-14,2015-10-15,2015-10-16,,,2015-10-14 04:30:00,2015-10-14 04:30:00,2015-10-16,Girls' Apparel,Golf,
20103,DC-PO-18941,VND0000003,335.58,Received,2015-10-04,2015-10-05,2015-10-06,,,2015-10-04 11:31:00,2015-10-04 11:31:00,2015-10-06,Women's Apparel,Golf,
20104,DC-PO-63945,VND0000003,44.0,Received,2017-07-22,2017-07-23,2017-07-24,,,2017-07-22 10:25:00,2017-07-22 10:25:00,2017-07-24,Women's Apparel,Golf,
20105,DC-PO-47696,VND0000005,573.99,Received,2016-11-27,2016-11-28,2016-11-29,,,2016-11-27 05:40:00,2016-11-27 05:40:00,2016-11-29,Shop By Sport,Golf,
20106,DC-PO-10914,VND0000005,928.93,Received,2015-06-09,2015-06-10,2015-06-11,,,2015-06-09 07:18:00,2015-06-09 07:18:00,2015-06-11,Shop By Sport,Golf,
20107,DC-PO-12735,VND0000005,621.78,Received,2015-07-05,2015-07-06,2015-07-07,,,2015-07-05 21:17:00,2015-07-05 21:17:00,2015-07-07,Shop By Sport,Golf,
20108,DC-PO-66915,VND0000005,405.48,Received,2017-09-03,2017-09-04,2017-09-05,,,2017-09-03 18:57:00,2017-09-03 18:57:00,2017-09-05,Women's Apparel,Golf,
20109,DC-PO-51141,VND0000002,630.25,Received,2017-01-16,2017-01-17,2017-01-18,,,2017-01-16 12:37:00,2017-01-16 12:37:00,2017-01-18,Women's Apparel,Golf,
20110,DC-PO-18241,VND0000002,31.99,Received,2015-09-24,2015-09-25,2015-09-26,,,2015-09-24 06:17:00,2015-09-24 06:17:00,2015-09-26,Shop By Sport,Golf,
20111,DC-PO-64954,VND0000005,1076.91,Received,2017-08-06,2017-08-07,2017-08-08,,,2017-08-06 03:55:00,2017-08-06 03:55:00,2017-08-08,Women's Apparel,Golf,
20112,DC-PO-10755,VND0000003,641.07,Received,2015-06-06,2015-06-07,2015-06-08,,,2015-06-06 23:36:00,2015-06-06 23:36:00,2015-06-08,Women's Apparel,Golf,
20113,DC-PO-10927,VND0000001,99.47,Received,2015-06-09,2015-06-10,2015-06-11,,,2015-06-09 11:51:00,2015-06-09 11:51:00,2015-06-11,Electronics,Outdoors,
20114,DC-PO-67796,VND0000005,371.99,Received,2017-09-16,2017-09-17,2017-09-18,,,2017-09-16 15:36:00,2017-09-16 15:36:00,2017-09-18,Kids' Golf Clubs,Outdoors,
20115,DC-PO-18328,VND0000003,62.93,Received,2015-09-25,2015-09-26,2015-09-27,,,2015-09-25 12:45:00,2015-09-25 12:45:00,2015-09-27,Electronics,Outdoors,
20116,DC-PO-68042,VND0000005,503.93,Received,2017-09-20,2017-09-21,2017-09-22,,,2017-09-20 05:47:00,2017-09-20 05:47:00,2017-09-22,Kids' Golf Clubs,Outdoors,
20117,DC-PO-12351,VND0000005,494.47,Received,2015-06-30,2015-07-01,2015-07-02,,,2015-06-30 06:45:00,2015-06-30 06:45:00,2015-07-02,Electronics,Outdoors,
20118,DC-PO-68176,VND0000005,1324.32,Received,2017-09-22,2017-09-23,2017-09-24,,,2017-09-22 04:44:00,2017-09-22 04:44:00,2017-09-24,Camping & Hiking,Fan Shop,
20119,DC-PO-17438,VND0000005,741.88,Received,2015-09-12,2015-09-13,2015-09-14,,,2015-09-12 12:57:00,2015-09-12 12:57:00,2015-09-14,Fishing,Fan Shop,
20120,DC-PO-17585,VND0000005,1177.51,Received,2015-09-14,2015-09-15,2015-09-16,,,2015-09-14 16:27:00,2015-09-14 16:27:00,2015-09-16,Fishing,Fan Shop,
20121,DC-PO-68386,VND0000005,733.94,Received,2017-09-25,2017-09-26,2017-09-27,,,2017-09-25 06:18:00,2017-09-25 06:18:00,2017-09-27,Camping & Hiking,Fan Shop,
20122,DC-PO-64171,VND0000005,1078.92,Received,2017-07-25,2017-07-26,2017-07-27,,,2017-07-25 17:36:00,2017-07-25 17:36:00,2017-07-27,Camping & Hiking,Fan Shop,
20123,DC-PO-62616,VND0000005,290.98,Received,2017-07-03,2017-07-04,2017-07-05,,,2017-07-03 00:49:00,2017-07-03 00:49:00,2017-07-05,Camping & Hiking,Fan Shop,
20124,DC-PO-11633,VND0000005,722.55,Received,2015-06-19,2015-06-20,2015-06-21,,,2015-06-19 19:12:00,2015-06-19 19:12:00,2015-06-21,Fishing,Fan Shop,
20125,DC-PO-18415,VND0000002,1196.87,Received,2015-09-26,2015-09-27,2015-09-28,,,2015-09-26 19:14:00,2015-09-26 19:14:00,2015-09-28,Fishing,Fan Shop,
20126,DC-PO-17513,VND0000005,1029.22,Received,2015-09-13,2015-09-14,2015-09-15,,,2015-09-13 15:14:00,2015-09-13 15:14:00,2015-09-15,Camping & Hiking,Fan Shop,
20127,DC-PO-63415,VND0000005,1324.83,Received,2017-07-14,2017-07-15,2017-07-16,,,2017-07-14 16:44:00,2017-07-14 16:44:00,2017-07-16,Camping & Hiking,Fan Shop,
20128,DC-PO-15373,VND0000005,287.98,Received,2015-08-13,2015-08-14,2015-08-15,,,2015-08-13 09:29:00,2015-08-13 09:29:00,2015-08-15,Camping & Hiking,Fan Shop,
20129,DC-PO-19395,VND0000005,415.96,Received,2015-10-11,2015-10-12,2015-10-13,,,2015-10-11 02:34:00,2015-10-11 02:34:00,2015-10-13,Fishing,Fan Shop,
20130,DC-PO-12981,VND0000005,677.39,Received,2015-07-09,2015-07-10,2015-07-11,,,2015-07-09 11:28:00,2015-07-09 11:28:00,2015-07-11,Camping & Hiking,Fan Shop,
20131,DC-PO-64098,VND0000005,464.95,Received,2017-07-24,2017-07-25,2017-07-26,,,2017-07-24 16:02:00,2017-07-24 16:02:00,2017-07-26,Camping & Hiking,Fan Shop,
20132,DC-PO-11228,VND0000005,377.98,Received,2015-06-13,2015-06-14,2015-06-15,,,2015-06-13 21:19:00,2015-06-13 21:19:00,2015-06-15,Fishing,Fan Shop,
20133,DC-PO-16565,VND0000005,826.9,Received,2015-08-30,2015-08-31,2015-09-01,,,2015-08-30 19:06:00,2015-08-30 19:06:00,2015-09-01,Camping & Hiking,Fan Shop,
20134,DC-PO-15565,VND0000005,421.96,Received,2015-08-16,2015-08-17,2015-08-18,,,2015-08-16 04:45:00,2015-08-16 04:45:00,2015-08-18,Fishing,Fan Shop,
20135,DC-PO-61804,VND0000002,1147.87,Received,2017-06-21,2017-06-22,2017-06-23,,,2017-06-21 04:20:00,2017-06-21 04:20:00,2017-06-23,Camping & Hiking,Fan Shop,
20136,DC-PO-18071,VND0000005,660.93,Received,2015-09-21,2015-09-22,2015-09-23,,,2015-09-21 18:43:00,2015-09-21 18:43:00,2015-09-23,Fishing,Fan Shop,
20137,DC-PO-42047,VND0000005,875.89,Received,2016-09-05,2016-09-06,2016-09-07,,,2016-09-05 18:35:00,2016-09-05 18:35:00,2016-09-07,Camping & Hiking,Fan Shop,
20138,DC-PO-66901,VND0000005,340.36,Received,2017-09-03,2017-09-04,2017-09-05,,,2017-09-03 14:02:00,2017-09-03 14:02:00,2017-09-05,Camping & Hiking,Fan Shop,
20139,DC-PO-14311,VND0000003,637.98,Received,2015-07-28,2015-07-29,2015-07-30,,,2015-07-28 21:25:00,2015-07-28 21:25:00,2015-07-30,Camping & Hiking,Fan Shop,
20140,DC-PO-67510,VND0000005,269.98,Received,2017-09-12,2017-09-13,2017-09-14,,,2017-09-12 11:24:00,2017-09-12 11:24:00,2017-09-14,Camping & Hiking,Fan Shop,
20141,DC-PO-16566,VND0000005,359.98,Received,2015-08-30,2015-08-31,2015-09-01,,,2015-08-30 19:27:00,2015-08-30 19:27:00,2015-09-01,Fishing,Fan Shop,
20142,DC-PO-14919,VND0000005,618.83,Received,2015-08-06,2015-08-07,2015-08-08,,,2015-08-06 18:26:00,2015-08-06 18:26:00,2015-08-08,Camping & Hiking,Fan Shop,
20143,DC-PO-67911,VND0000005,524.96,Received,2017-09-18,2017-09-19,2017-09-20,,,2017-09-18 07:53:00,2017-09-18 07:53:00,2017-09-20,Camping & Hiking,Fan Shop,
20144,DC-PO-62929,VND0000005,1625.39,Received,2017-07-07,2017-07-08,2017-07-09,,,2017-07-07 14:28:00,2017-07-07 14:28:00,2017-07-09,Camping & Hiking,Fan Shop,
20145,DC-PO-17298,VND0000005,260.98,Received,2015-09-10,2015-09-11,2015-09-12,,,2015-09-10 11:54:00,2015-09-10 11:54:00,2015-09-12,Camping & Hiking,Fan Shop,
20146,DC-PO-18346,VND0000005,757.58,Received,2015-09-25,2015-09-26,2015-09-27,,,2015-09-25 19:04:00,2015-09-25 19:04:00,2015-09-27,Camping & Hiking,Fan Shop,
20147,DC-PO-66318,VND0000005,574.92,Received,2017-08-26,2017-08-27,2017-08-28,,,2017-08-26 01:47:00,2017-08-26 01:47:00,2017-08-28,Camping & Hiking,Fan Shop,
20148,DC-PO-67049,VND0000005,260.98,Received,2017-09-05,2017-09-06,2017-09-07,,,2017-09-05 17:54:00,2017-09-05 17:54:00,2017-09-07,Camping & Hiking,Fan Shop,
20149,DC-PO-13064,VND0000005,583.79,Received,2015-07-10,2015-07-11,2015-07-12,,,2015-07-10 16:33:00,2015-07-10 16:33:00,2015-07-12,Fishing,Fan Shop,
20150,DC-PO-47280,VND0000005,579.96,Received,2016-11-21,2016-11-22,2016-11-23,,,2016-11-21 03:56:00,2016-11-21 03:56:00,2016-11-23,Camping & Hiking,Fan Shop,
20151,DC-PO-15958,VND0000005,251.98,Received,2015-08-21,2015-08-22,2015-08-23,,,2015-08-21 22:26:00,2015-08-21 22:26:00,2015-08-23,Camping & Hiking,Fan Shop,
20152,DC-PO-11423,VND0000005,1127.93,Received,2015-06-16,2015-06-17,2015-06-18,,,2015-06-16 17:38:00,2015-06-16 17:38:00,2015-06-18,Camping & Hiking,Fan Shop,
20153,DC-PO-50926,VND0000005,623.96,Received,2017-01-13,2017-01-14,2017-01-15,,,2017-01-13 09:17:00,2017-01-13 09:17:00,2017-01-15,Camping & Hiking,Fan Shop,
20154,DC-PO-65309,VND0000005,443.97,Received,2017-08-11,2017-08-12,2017-08-13,,,2017-08-11 08:18:00,2017-08-11 08:18:00,2017-08-13,Camping & Hiking,Fan Shop,
20155,DC-PO-66806,VND0000005,387.67,Received,2017-09-02,2017-09-03,2017-09-04,,,2017-09-02 04:46:00,2017-09-02 04:46:00,2017-09-04,Camping & Hiking,Fan Shop,
20156,DC-PO-14109,VND0000005,759.75,Received,2015-07-25,2015-07-26,2015-07-27,,,2015-07-25 22:39:00,2015-07-25 22:39:00,2015-07-27,Camping & Hiking,Fan Shop,
20157,DC-PO-15650,VND0000005,353.95,Received,2015-08-17,2015-08-18,2015-08-19,,,2015-08-17 10:32:00,2015-08-17 10:32:00,2015-08-19,Camping & Hiking,Fan Shop,
20158,DC-PO-19795,VND0000005,584.94,Received,2015-10-16,2015-10-17,2015-10-18,,,2015-10-16 22:43:00,2015-10-16 22:43:00,2015-10-18,Camping & Hiking,Fan Shop,
20159,DC-PO-14897,VND0000005,587.9,Received,2015-08-06,2015-08-07,2015-08-08,,,2015-08-06 10:43:00,2015-08-06 10:43:00,2015-08-08,Camping & Hiking,Fan Shop,
20160,DC-PO-69169,VND0000003,31.08,Received,2017-10-06,2017-10-07,2017-10-08,,,2017-10-06 16:37:00,2017-10-06 16:37:00,2017-10-08,Books,Book Shop,
20161,DC-PO-69145,VND0000003,29.37,Received,2017-10-06,2017-10-07,2017-10-08,,,2017-10-06 08:13:00,2017-10-06 08:13:00,2017-10-08,Books,Book Shop,
20162,DC-PO-69089,VND0000003,28.28,Received,2017-10-05,2017-10-06,2017-10-07,,,2017-10-05 12:36:00,2017-10-05 12:36:00,2017-10-07,Books,Book Shop,
20163,DC-PO-69143,VND0000003,28.28,Received,2017-10-06,2017-10-07,2017-10-08,,,2017-10-06 07:31:00,2017-10-06 07:31:00,2017-10-08,Books,Book Shop,
20164,DC-PO-68908,VND0000003,27.97,Received,2017-10-02,2017-10-03,2017-10-04,,,2017-10-02 21:11:00,2017-10-02 21:11:00,2017-10-04,Books,Book Shop,
20165,DC-PO-69135,VND0000003,24.86,Received,2017-10-06,2017-10-07,2017-10-08,,,2017-10-06 04:43:00,2017-10-06 04:43:00,2017-10-08,Books,Book Shop,
20166,DC-PO-69404,VND0000001,11.18,Received,2017-10-10,2017-10-11,2017-10-12,,,2017-10-10 02:57:00,2017-10-10 02:57:00,2017-10-12,CDs,Discs Shop,
20167,DC-PO-69402,VND0000001,10.95,Received,2017-10-10,2017-10-11,2017-10-12,,,2017-10-10 02:15:00,2017-10-10 02:15:00,2017-10-12,CDs,Discs Shop,
20168,DC-PO-69379,VND0000001,10.27,Received,2017-10-09,2017-10-10,2017-10-11,,,2017-10-09 18:12:00,2017-10-09 18:12:00,2017-10-11,CDs,Discs Shop,
20169,DC-PO-71470,VND0000001,143.01,Received,2017-11-09,2017-11-10,2017-11-11,,,2017-11-09 06:46:00,2017-11-09 06:46:00,2017-11-11,DVDs,Discs Shop,
