id,invoice_no,vendor_name,product_name,quantity,department,creation_date,expiry_date,total_value,order_status,completed_units,production_status
969,INV8761,Braun Group,Epsilon Whatchamacallit Order,4,Software Develpoment,25-02-2022,30-06-2026,2200,Accepted by Vendor,77,Delivered
970,INV6543,Harvey-Walker,Alpha Widget Order,48,Network,09-01-2022,10-05-2026,1300,Accepted by Vendor,51,Delivered
971,INV2190,"Kris, Koch and Barrows",Alpha Widget Order,66,Cyber Security,28-03-2022,20-04-2022,4400,Accepted by Vendor,91,Delivered
972,INV2190,"Emmerich, Streich and Beatty",Alpha Widget Order,91,Procurement,21-01-2022,20-04-2022,4600,Accepted by Vendor,87,Delivered
973,INV2190,Konopelski-McCullough,Alpha Widget Order,76,Management,09-03-2022,15-04-2024,6300,Accepted by Vendor,14,Delivered
974,INV6547,"Pfannerstill, Harber and Wehner",Alpha Widget Order,9,Procurement,08-01-2022,12-05-2022,1325,Accepted by Vendor,53,Delivered
975,INV4321,"Von, Dietrich and Jacobi",Beta Gizmo Order,76,Finance,02-02-2022,05-09-2025,9200,Accepted by Vendor,52,Delivered
976,INV0981,"Nolan, Lynch and Stark",Delta Doohickey Order,45,Management,23-03-2022,30-12-2022,3800,Accepted by Vendor,86,Delivered
977,INV6547,Pfeffer-Gislason,Alpha Widget Order,60,HR,08-01-2022,15-06-2025,2200,Accepted by Vendor,44,Delivered
978,INV0987,"Balistreri, Pfeffer and Kuphal",Epsilon Whatchamacallit Order,37,Network,31-01-2022,15-12-2026,7600,Accepted by Vendor,67,Delivered
979,INV9012,Torp Inc,Epsilon Whatchamacallit Order,89,Software Develpoment,14-01-2022,15-10-2022,4700,Accepted by Vendor,61,Delivered
980,INV6543,Legros LLC,Beta Gizmo Order,97,Software Develpoment,18-02-2022,12-05-2022,5400,Accepted by Vendor,60,Delivered
981,INV8761,"Kunde, Cummerata and Reilly",Epsilon Whatchamacallit Order,96,Procurement,11-01-2022,05-08-2022,9000,Accepted by Vendor,25,Delivered
982,INV5432,"Witting, Lakin and Roob",Gamma Thingamajig Order,7,Management,05-03-2022,05-10-2023,1450,Accepted by Vendor,64,Delivered
983,INV0981,Ruecker Inc,Gamma Thingamajig Order,9,Cyber Security,05-03-2022,28-07-2023,9100,Accepted by Vendor,73,Delivered
984,INV4326,"Pollich, Jast and Jenkins",Beta Gizmo Order,3,Management,27-01-2022,20-12-2023,1050,Accepted by Vendor,33,Delivered
985,INV8765,Homenick-Steuber,Epsilon Whatchamacallit Order,88,Network,28-02-2022,25-05-2025,7900,Accepted by Vendor,66,Delivered
986,INV8761,"Considine, Jones and Herzog",Delta Doohickey Order,74,Network,27-02-2022,05-06-2024,4600,Accepted by Vendor,30,Delivered
987,INV0987,Schamberger Inc,Gamma Thingamajig Order,99,Network,07-01-2022,10-03-2023,4000,Accepted by Vendor,31,Delivered
988,INV0981,"Grant, Schumm and Stanton",Epsilon Whatchamacallit Order,5,Finance,02-02-2022,22-03-2024,1450,Accepted by Vendor,16,Delivered
989,INV8765,"Moore, Veum and Altenwerth",Gamma Thingamajig Order,28,Cyber Security,09-02-2022,23-11-2022,9900,Accepted by Vendor,11,Delivered
990,INV6547,Mante-Torp,Delta Doohickey Order,56,Finance,12-03-2022,05-06-2024,4300,Accepted by Vendor,74,Delivered
991,INV6543,"Wisoky, Becker and Lindgren",Epsilon Whatchamacallit Order,83,Finance,06-02-2022,20-04-2022,2600,Accepted by Vendor,62,Delivered
992,INV2109,Steuber Group,Delta Doohickey Order,35,Software Develpoment,12-02-2022,25-12-2026,4400,Accepted by Vendor,37,Delivered
993,INV8765,Murphy-Wuckert,Delta Doohickey Order,97,Procurement,07-01-2022,05-09-2024,7200,Accepted by Vendor,48,Delivered
994,INV0981,Lesch and Sons,Alpha Widget Order,53,Procurement,08-01-2022,15-06-2025,9600,Accepted by Vendor,41,Delivered
995,INV6543,Quigley Group,Beta Gizmo Order,29,Management,06-02-2022,05-08-2022,4100,Accepted by Vendor,68,Delivered
996,INV8765,Carter and Sons,Alpha Widget Order,8,Software Develpoment,15-01-2022,12-05-2022,3800,Accepted by Vendor,33,Delivered
997,INV6789,Pfannerstill Group,Delta Doohickey Order,20,Finance,08-02-2022,30-12-2026,4600,Accepted by Vendor,15,Delivered
998,INV6547,Nader-Macejkovic,Epsilon Whatchamacallit Order,95,Software Develpoment,12-01-2022,15-06-2025,1450,Accepted by Vendor,89,Delivered
999,INV8761,Jenkins-O'Kon,Alpha Widget Order,67,Cyber Security,02-01-2022,10-03-2023,4900,Accepted by Vendor,56,Delivered
1000,INV0981,Schaefer-Weber,Epsilon Whatchamacallit Order,53,Finance,23-02-2022,20-12-2023,7200,Accepted by Vendor,51,Delivered
