id,vendor_name,contact_person,email,phone,category,reliability_score,risk_tire,status,registered_at,last_order_date,contract_ended_date
958,"Boyer, Fadel and Wyman","Boyer, Fadel and Wyman",ebrookzql@businessinsider.com,5608872345,Equipment Vendors,97,Medium Risk,Not Accepting Orders,,,
959,Goldner and Sons,Goldner and Sons,crebichonqm@forbes.com,2835615053,Service Providers,81,Medium Risk,Accepting Orders,,,
960,Boyle-Bosco,Boyle-Bosco,bspratlingqn@macromedia.com,7218972022,Service Providers,80,Medium Risk,Accepting Orders,,,
961,Quitzon and Sons,Quitzon and Sons,areubelqo@npr.org,7057260262,Raw Material Suppliers,97,High Risk,Accepting Orders,,,
962,Swift-Hettinger,Swift-Hettinger,cbausorqp@jiathis.com,4606917693,Maintenance Vendors,83,High Risk,Accepting Orders,,,
963,Robel and Sons,Robel and Sons,fszaboqq@cbsnews.com,3669686938,Equipment Vendors,80,Medium Risk,Accepting Orders,,,
964,Bosco Inc,Bosco Inc,mmcmillanqr@nydailynews.com,5653536448,Service Providers,80,Medium Risk,Not Accepting Orders,,,
965,"Christiansen, Nader and Wiza","Christiansen, Nader and Wiza",pmathieuqs@jimdo.com,4243521376,Logistics Partners,98,Medium Risk,Not Accepting Orders,,,
966,"Bernier, Parker and Rutherford","Bernier, Parker and Rutherford",dgilffillanqt@vk.com,5533774892,Maintenance Vendors,100,High Risk,Not Accepting Orders,,,
967,"Nienow, Kautzer and Grant","Nienow, Kautzer and Grant",ltremontequ@seattletimes.com,8579641515,Raw Material Suppliers,97,Low Risk,Not Accepting Orders,,,
968,Wisoky-Brekke,Wisoky-Brekke,cmoppettqv@sourceforge.net,1937209148,Service Providers,83,High Risk,Accepting Orders,,,
969,Braun Group,Braun Group,cmattusevichqw@about.me,9969833499,Raw Material Suppliers,75,High Risk,Accepting Orders,,,
970,Harvey-Walker,Harvey-Walker,gfuzzeyqx@newyorker.com,2054186001,Service Providers,80,Medium Risk,Not Accepting Orders,,,
971,"Kris, Koch and Barrows","Kris, Koch and Barrows",bbrafieldqy@twitpic.com,1268407171,Logistics Partners,81,Low Risk,Accepting Orders,,,
972,"Emmerich, Streich and Beatty","Emmerich, Streich and Beatty",jducastelqz@fotki.com,5355715671,Logistics Partners,97,High Risk,Not Accepting Orders,,,
973,Konopelski-McCullough,Konopelski-McCullough,arandlesr0@prweb.com,9746871302,IT Vendors,83,Low Risk,Not Accepting Orders,,,
974,"Pfannerstill, Harber and Wehner","Pfannerstill, Harber and Wehner",lkennawayr1@tripadvisor.com,1405168144,Equipment Vendors,80,High Risk,Not Accepting Orders,,,
975,"Von, Dietrich and Jacobi","Von, Dietrich and Jacobi",vskatcherr2@engadget.com,8746958053,IT Vendors,97,High Risk,Not Accepting Orders,,,
976,"Nolan, Lynch and Stark","Nolan, Lynch and Stark",bnernr3@cornell.edu,9739964191,IT Vendors,80,High Risk,Accepting Orders,,,
977,Pfeffer-Gislason,Pfeffer-Gislason,oowthwaiter4@dropbox.com,3015071302,Equipment Vendors,98,Medium Risk,Accepting Orders,,,
978,"Balistreri, Pfeffer and Kuphal","Balistreri, Pfeffer and Kuphal",cblancower5@usda.gov,6627882802,IT Vendors,75,Low Risk,Accepting Orders,,,
979,Torp Inc,Torp Inc,hhowtopreserver6@berkeley.edu,1134099046,Logistics Partners,83,Low Risk,Accepting Orders,,,
980,Legros LLC,Legros LLC,ltitmarshr7@wikimedia.org,6904055645,IT Vendors,97,Medium Risk,Accepting Orders,,,
981,"Kunde, Cummerata and Reilly","Kunde, Cummerata and Reilly",sarderner8@cdbaby.com,5403294903,Service Providers,83,Low Risk,Not Accepting Orders,,,
982,"Witting, Lakin and Roob","Witting, Lakin and Roob",fgerlackr9@mlb.com,9069378699,Equipment Vendors,81,High Risk,Accepting Orders,,,
983,Ruecker Inc,Ruecker Inc,asoldanra@godaddy.com,2466544369,Maintenance Vendors,80,Low Risk,Accepting Orders,,,
984,"Pollich, Jast and Jenkins","Pollich, Jast and Jenkins",agatchrb@foxnews.com,2278381215,Service Providers,98,Low Risk,Not Accepting Orders,,,
985,Homenick-Steuber,Homenick-Steuber,rmarenrc@smugmug.com,8913179751,Logistics Partners,80,High Risk,Not Accepting Orders,,,
986,"Considine, Jones and Herzog","Considine, Jones and Herzog",amownerd@europa.eu,2851735652,IT Vendors,75,Medium Risk,Accepting Orders,,,
987,Schamberger Inc,Schamberger Inc,jhowiesonre@trellian.com,9834856366,IT Vendors,97,High Risk,Not Accepting Orders,,,
988,"Grant, Schumm and Stanton","Grant, Schumm and Stanton",kgowdierf@house.gov,9171555275,IT Vendors,75,Medium Risk,Accepting Orders,,,
989,"Moore, Veum and Altenwerth","Moore, Veum and Altenwerth",okennarg@people.com.cn,8063461076,Raw Material Suppliers,100,High Risk,Accepting Orders,,,
990,Mante-Torp,Mante-Torp,rbarnevillerh@unicef.org,3693551470,IT Vendors,83,Low Risk,Accepting Orders,,,
991,"Wisoky, Becker and Lindgren","Wisoky, Becker and Lindgren",abisattri@pinterest.com,2568619578,Service Providers,100,Medium Risk,Not Accepting Orders,,,
992,Steuber Group,Steuber Group,cpigeramrj@themeforest.net,3491927191,Maintenance Vendors,98,High Risk,Not Accepting Orders,,,
993,Murphy-Wuckert,Murphy-Wuckert,wlukovicrk@youku.com,5351694793,Equipment Vendors,80,Low Risk,Accepting Orders,,,
994,Lesch and Sons,Lesch and Sons,tkersleyrl@dailymail.co.uk,4988960443,Equipment Vendors,75,Low Risk,Not Accepting Orders,,,
995,Quigley Group,Quigley Group,bderdesrm@g.co,5838261348,Equipment Vendors,100,High Risk,Not Accepting Orders,,,
996,Carter and Sons,Carter and Sons,radrianrn@histats.com,6327365259,Service Providers,75,Medium Risk,Accepting Orders,,,
997,Pfannerstill Group,Pfannerstill Group,jbirchnerro@woothemes.com,4155114051,Raw Material Suppliers,98,High Risk,Not Accepting Orders,,,
998,Nader-Macejkovic,Nader-Macejkovic,eabrahamovitzrp@mit.edu,6001708595,Maintenance Vendors,83,Low Risk,Not Accepting Orders,,,
999,Jenkins-O'Kon,Jenkins-O'Kon,rmacsherryrq@vimeo.com,8403311254,Equipment Vendors,97,Medium Risk,Accepting Orders,,,
1000,Schaefer-Weber,Schaefer-Weber,ablazewiczrr@imgur.com,2745424589,Service Providers,97,Medium Risk,Accepting Orders,,,
